USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
601500,99999,BASSATINE,MO,,GMFM,+33.879,-5.515,+0576.1,19490116,20181010
601550,99999,ANFA,MO,,GMMC,+33.557,-7.66,+0061.9,19490101,20181010
601560,99999,MOHAMMED V,MO,,GMMN,+33.367,-7.59,+0199.9,19421121,20181010
601600,99999,IFRANE,MO,,GMFI,+33.505,-5.153,+1663.9,19490209,20160522
601650,99999,EL JADIDA,MO,,,+33.233,-8.517,+0027.0,19840414,20050817
601700,99999,LAJAQMA,MO,,,+33.283,-7.4,+0160.0,19490124,19520529
601780,99999,KHOURIBGA,MO,,,+32.867,-6.967,+0781.0,19500621,20050720
601850,99999,SAFI,MO,,GMMS,+32.283,-9.233,+0045.0,19490404,20181010
601900,99999,KASBA-TADLA,MO,,,+32.533,-6.283,+0518.0,19490124,20160609
601910,99999,BENI-MELLAL,MO,,,+32.367,-6.4,+0472.0,19730101,20181010
601920,99999,,,,,,,,19870511,19870511
601950,99999,MIDELT,MO,,,+32.683,-4.733,+1515.0,19490130,20181010
601954,99999,ERRACHIDIA,MO,,,+31.967,-4.417,+1034.0,19810506,19810518
602000,99999,BOUARFA,MO,,GMFB,+32.567,-1.95,+1143.0,19840410,20130414
602001,99999,ARWI,MO,,,+34.983,-3.017,+0179.0,20040510,20081231
602051,99999,BEN GUERIR AIR BASE,MO,,,+32.117,-7.883,+0422.0,19511122,19630501
602100,99999,MOULAY ALI CHERIF,MO,,GMFK,+31.948,-4.398,+1044.9,19730101,20181010
602200,99999,ESSAOUIRA,MO,,,+31.517,-9.783,+0008.0,19490124,20181010
602230,99999,TAKERKOUSTE,MO,,,+31.033,-8.483,+0667.0,20130410,20140128
602300,99999,MENARA,MO,,GMMX,+31.607,-8.036,+0467.9,19430118,20181010
602500,99999,INEZGANE,MO,,GMAA,+30.381,-9.546,+0027.1,19450615,20090824
602520,99999,AL MASSIRA,MO,,GMAD,+30.325,-9.413,+0076.2,19920301,20181010
602530,99999,TAROUDANT,MO,,,+30.500,-8.817,+0266.0,20031230,20060123
602650,99999,OUARZAZATE,MO,,GMMZ,+30.939,-6.909,+1153.1,19490401,20181010
602700,99999,TIZNIT,MO,,,+29.683,-9.733,+0261.0,19881225,20060123
602750,99999,ZAGORA,MO,,GMAZ,+30.317,-5.867,+0729.0,20020328,20030713
602800,99999,GUELMIN,MO,,GMAG,+29.017,-10.067,+0341.0,19910918,20181010
602850,99999,PLAGE BLANCHE,MO,,GMAT,+28.448,-11.161,+0199.0,19490108,20181010
602890,99999,TARFAYA,MO,,,+27.933,-13,+0010.0,19450828,20051226
602900,99999,MAURITANIA NORTH,MR,,,+25.683,-9.3,+0500.0,19500211,19521217
602950,99999,FORT TRINQUET APT,MB,,,+25.233,-10.417,+0360.0,19490101,19521231
603080,99999,OULAD EL RHOUMARI,MO,,,+35.033,-6.167,+0030.0,19500310,19590224
603180,99999,SANIAT RMEL,MO,,GMTN,+35.594,-5.32,+0003.0,19500310,20181010
603200,99999,CEUTA,SP,,,+35.917,-5.35,+0088.0,19650101,20181010
603350,99999,SMARA,MO,,GMMA,+26.733,-11.683,+0110.0,19760302,20160522
603380,99999,MELILLA,SP,,GEML,+35.280,-2.956,+0047.5,19641001,20181010
603400,99999,NADOR-AROUI,MO,,GMFN,+34.983,-3.017,+0177.0,19500201,20181010
603500,99999,BOGUS ALGERIAN,AG,,,+37.083,+006.450,-999,19490112,20051222
603510,99999,FERHAT ABBAS AIRPORT,AG,,DAAV,+36.795,+005.874,+0011.0,19811101,20181010
603530,99999,JIJEL-PORT,AG,,,+36.817,+005.883,+0006.0,19951101,20181010
603550,99999,SKIKDA,AG,,DABP,+36.933,+006.950,+0007.0,19570206,20181010
603570,99999,ANNABA NORTH,AG,,,+36.967,+007.800,+0156.0,19510102,20100123
603600,99999,ANNABA,AG,,DABB,+36.822,+007.809,+0004.9,19450609,20181010
603670,99999,EL-KALA,AG,,,+36.900,+008.450,+0013.0,19840101,20140813
603690,99999,ALGER-PORT,AG,,,+36.767,+003.100,+0012.0,19430325,20181010
603710,99999,OUED KORICHE,AG,,,+36.783,+003.033,+0171.9,20120101,20140211
603720,99999,BOUZAREAH,AG,,,+36.783,+003.000,+0054.6,20120101,20140211
603730,99999,MEHELMA,AG,,,+36.700,+002.883,+0070.1,20120101,20140211
603740,99999,AIN BENAIN,AG,,,+36.783,+002.883,+0033.0,20030123,20140211
603760,99999,BORDJ-EL-BAHRI,AG,,,+36.783,+003.250,+0058.0,20010712,20151228
603790,99999,REGHAIA,AG,,,+36.767,+003.333,+0162.2,20120101,20140211
603800,99999,TESSALA EL MERDJA,AG,,,+36.617,+002.917,+0017.1,20120101,20150915
603810,99999,EL HARRACH,AG,,,+36.717,+003.150,+0051.0,20120101,20140211
603840,99999,CAP CORBELIN,AG,,,+36.900,+004.417,+0045.0,20010923,20050605
603870,99999,DELLYS,AG,,,+36.917,+003.950,+0008.0,19951101,20180902
603880,99999,CHERCHELL,AG,,,+36.600,+002.183,+0033.0,20010713,20041007
603900,99999,HOUARI BOUMEDIENE,AG,,DAAG,+36.691,+003.215,+0025.0,19430401,20181010
603930,99999,DAR EL BEIDA VILLE,AG,,,+36.700,+003.200,+0148.1,20120101,20140211
603940,99999,BARAKI,AG,,,+36.683,+003.100,+0124.4,20120101,20140211
603950,99999,TIZI-OUZOU,AG,,,+36.700,+004.133,+0153.0,19951004,20181010
604000,99999,CAP CARBON,AG,,,+36.750,+005.100,+0013.0,19490402,20051221
604010,99999,BEJAIA-PORT,AG,,,+36.750,+005.100,+0004.0,20010916,20140901
604020,99999,SOUMMAM,AG,,DAAE,+36.712,+005.070,+0006.1,19730101,20181010
604030,99999,GUELMA,AG,,,+36.467,+007.467,+0228.0,19951004,20181010
604050,99999,BOUCHEGOUF,AG,,,+36.500,+007.717,+0111.0,20020314,20181010
604100,99999,TENES,AG,,,+36.500,+001.333,+0018.0,19490102,20180907
604130,99999,BOUFARIK,AG,,,+36.550,+002.883,+0085.0,19490116,19620523
604150,99999,AIN-BESSAM,AG,,,+36.283,+003.667,+0752.0,20030330,20181010
604170,99999,BOUIRA,AG,,,+36.383,+003.883,+0560.0,19951008,20181010
604190,99999,MOHAMED BOUDIAF INTL,AG,,DABC,+36.276,+006.620,+0690.4,19430301,20181010
604200,99999,LE KHROUB,AG,,,+36.267,+006.683,+0583.0,19490108,20140501
604210,99999,OUM EL BOUAGHI,AG,,,+35.867,+007.117,+0891.0,19850203,20181010
604230,99999,SOUK AHRAS,AG,,,+36.250,+007.950,+0831.0,19880813,20181010
604250,99999,ECH CHELIFF,AG,,DAOI,+36.213,+001.332,+0141.1,19430107,20181010
604300,99999,MILIANA,AG,,,+36.300,+002.233,+0721.0,19490112,20181010
604350,99999,BLIDA,AG,,,+36.483,+002.817,+0170.0,19490108,19620523
604370,99999,MEDEA,AG,,,+36.283,+002.733,+1036.0,19951008,20181010
604440,99999,BORDJ-BOU-ARRERIDJ,AG,,,+36.067,+004.667,+0957.0,19790916,20181010
604450,99999,SETIF AIN ARNAT,AG,,DAAS,+36.178,+005.324,+1050.0,19490115,20181010
604520,99999,ARZEW,AG,,,+35.817,-0.267,+0004.0,19840801,20181010
604570,99999,MOSTAGANEM,AG,,,+35.883,+000.117,+0138.0,19760401,20181010
604590,99999,SIDI AISSA,AG,,,+35.883,+003.767,+0658.0,20010806,20010806
604591,99999,HASSI R MEL,AG,,,+32.917,+003.300,+0794.0,20040510,20181010
604592,99999,TAFARAOUI,AG,,,+35.533,-0.533,+0115.0,20040525,20181010
604593,99999,MASCARA,AG,,DAOM,+35.383,+000.133,+0492.0,20040525,20080418
604610,99999,ORAN-PORT,AG,,,+35.700,-0.65,+0022.0,19510118,20180802
604650,99999,BOGHAR NORTH,AG,,,+35.933,+002.750,+0635.0,19490108,20110622
604653,99999,AIN OUSSERA,AG,,DAAQ,+35.525,+002.879,+0649.8,20160209,20160209
604670,99999,M'SILA,AG,,,+35.667,+004.500,+0442.0,19810101,20181010
604680,99999,BATNA,AG,,DABT,+35.752,+006.309,+0822.0,19730101,20181010
604710,99999,BARIKA,AG,,,+35.333,+005.333,+0461.0,20031118,20180914
604750,99999,CHEIKH LARBI TEBESSI,AG,,DABS,+35.432,+008.121,+0811.1,19510102,20181010
604760,99999,KHENCHELLA,AG,,,+35.467,+007.083,+0987.0,19960201,20181010
604780,99999,ARIS,AG,,,+35.250,+006.350,+1240.0,20040621,20041207
604810,99999,ORAN-TAFARAOUI,AG,,,+35.483,-0.517,+0111.0,19811101,20080204
604820,99999,CAP AIGUILLE,AG,,,+35.867,-0.483,+0062.0,20021010,20050806
604850,99999,CAP FALCON,AG,,,+35.767,-0.8,+0104.0,19650307,20050815
604900,99999,ES SENIA,AG,,DAOO,+35.624,-0.621,+0089.9,19490102,20181010
604920,99999,RELIZANE,AG,,DAAZ,+35.750,+000.617,+0094.0,19421114,20181010
604925,99999,SIDI BEL ABBES,AG,,DAOS,+35.172,-0.593,+0491.9,20070421,20070421
604981,99999,DJELFA/TLETSI,AG,,,+34.667,+003.350,+1178.0,19750804,19840212
605050,99999,ORAN/TAFAROUI,AG,,,+35.717,-0.717,+0111.0,20031214,20050317
605054,99999,ORAN/TAFAROUI,AG,,DAOL,+35.483,-0.533,+0000.0,19421114,19851124
605060,99999,MASCARA-MATEMORE,AG,,,+35.600,+000.300,+0476.0,19810101,20080430
605070,99999,GHRISS,AG,,DAOV,+35.208,+000.147,+0513.9,19430521,20181010
605110,99999,BOU CHEKIF,AG,,DAOB,+35.341,+001.463,+0989.1,19830404,20181010
605140,99999,KSAR CHELLALA,AG,,,+35.167,+002.317,+0801.0,19951101,20181010
605150,99999,BOU SAADA,AG,,DAAD,+35.333,+004.206,+0459.0,19840301,20181010
605170,99999,GHAZAOUET,AG,,,+35.100,-1.867,+0005.0,19951101,20181010
605180,99999,BENI-SAF,AG,,,+35.300,-1.35,+0070.0,19760307,20181009
605200,99999,SIDI-BEL-ABBES,AG,,,+35.200,-0.617,+0476.0,19850203,20181010
605220,99999,MAGHNIA,AG,,DAOH,+34.820,-1.77,+0426.0,19761001,20181010
605250,99999,BISKRA,AG,,DAUB,+34.793,+005.738,+0088.1,19430201,20181010
605300,99999,TLEMCEN/ZENATA,AG,,,+35.017,-1.333,+0587.0,19730102,20050729
605310,99999,ZENATA,AG,,DAON,+35.017,-1.45,+0248.1,19810101,20181010
605350,99999,DJELFA/TLETSI,AG,,DAFI,+34.683,+003.250,+1144.0,19490108,20181010
605360,99999,SAIDA,AG,,,+34.867,+000.150,+0752.0,19810101,20181010
605400,99999,EL-KHEITER,AG,,,+34.150,+000.067,+1001.0,19490116,20181010
605450,99999,LAGHOUAT,AG,,DAUL,+33.764,+002.927,+0765.0,19490108,20181010
605490,99999,MECHERIA,AG,,DAAY,+33.536,-0.242,+1175.0,19800208,20181010
605500,99999,EL-BAYADH,AG,,DAOY,+33.717,+001.083,+1347.0,19490116,20181010
605550,99999,SIDI MAHDI,AG,,DAUK,+33.068,+006.089,+0085.0,19490112,20181010
605570,99999,NAAMA,AG,,,+33.267,-0.3,+1166.0,19951004,20181010
605590,99999,GUEMAR,AG,,DAUO,+33.511,+006.777,+0061.9,19650101,20181010
605600,99999,AIN-SEFRA,AG,,,+32.767,-0.6,+1059.0,19490112,20181010
605630,99999,HASSIR'MEL,AG,,,+32.933,+003.283,+0764.0,20010916,20081231
605650,99999,BENI ISUGEN,AG,,,+32.467,+003.667,+0533.0,19490108,19521231
605660,99999,NOUMERAT,AG,,DAUG,+32.384,+003.794,+0460.9,19590416,20181010
605700,99999,COLUMB-BECHAR,AG,,,+31.617,-1.783,+0780.9,19490102,19750725
605710,99999,BECHAR,AG,,DAOR,+31.646,-2.27,+0811.1,19570101,20181010
605800,99999,OUARGLA,AG,,DAUU,+31.917,+005.413,+0150.0,19490130,20181010
605810,99999,OUED IRARA,AG,,DAUH,+31.673,+006.140,+0141.1,19650307,20181010
605900,99999,EL GOLEA,AG,,DAUE,+30.571,+002.860,+0398.1,19490130,20181010
605930,99999,HASSI KHEBI,AG,,,+29.167,-5.233,+0565.0,20120308,20140205
606000,99999,BENI-ABBES,AG,,,+30.133,-1.833,+0498.0,19490116,19621013
606010,99999,HAMRA,AG,,DAMH,+29.233,+006.483,+0259.0,20110101,20150215
606020,99999,BENI-ABBES,AG,,,+30.133,-2.167,+0505.0,19730101,20181010
606030,99999,RHOURD NOUSS,AG,,DAEN,+29.717,+006.700,+0252.0,20051023,20181010
606050,99999,TABELBALA,AG,,,+29.417,-3.25,+0550.0,19500211,20140211
606060,99999,TATA,MG,,,+29.767,-8,+0899.8,19490130,19660127
606070,99999,TIMIMOUN,AG,,DAUT,+29.237,+000.276,+0313.0,19660722,20181010
606080,99999,BORDJ OMAR DRISS,AG,,,+28.133,+006.833,+0387.0,19500201,20051019
606100,99999,MAISON ROUGE,LY,,,+27.817,+009.967,+0466.0,19590104,20130629
606110,99999,IN AMENAS,AG,,DAUZ,+28.052,+009.643,+0563.0,19641001,20181010
606120,99999,TIRIRINE,AG,,,+22.050,+008.583,+0770.0,20120601,20180123
606130,99999,OUHANET,AG,,,+28.700,+008.933,+0610.0,20120101,20140211
606170,99999,TAMESGUIDA,AG,,,+27.317,+003.717,+0354.0,20120601,20180306
606190,99999,TAGUENTOUR,AG,,,+28.467,+002.517,+0636.0,20080401,20181010
606200,99999,TOUAT CHEIKH SIDI MOHAMED BELKEBIR,AG,,DAUA,+27.838,-0.186,+0280.1,19490130,20181010
606201,99999,BORDJ MOKHTAR,AG,,,+21.333,+000.950,+0398.0,20040713,20181010
606210,99999,IN GUEZZAM,AG,,,+19.567,+005.750,+0399.9,20040929,20081231
606250,99999,AOULEF,AG,,DAAF,+26.967,+001.083,+0309.0,19490210,20050529
606300,99999,IN-SALAH,AG,,,+27.233,+002.500,+0269.0,19490102,20081231
606305,99999,IN SALAH,AG,,,+27.250,+002.500,+0280.0,19790801,20181010
606330,99999,IN ZIZA,AG,,,+23.217,+002.583,+0443.0,20090201,20180306
606380,99999,TIN FOUYE,AG,,DAEF,+28.433,+007.550,+0472.0,20110101,20170105
606390,99999,TINFOUYE,AG,,DATF,+28.433,+007.550,+0471.0,20120101,20140211
606400,99999,ILLIZI TAKHAMALT,AG,,DAAP,+26.724,+008.623,+0541.9,19500201,20181010
606450,99999,REGGANE,AG,,DAAN,+26.717,+000.283,+0291.1,19500215,20181010
606460,99999,REGGANE,AG,,,+26.700,+000.283,+0285.0,19590325,19670515
606500,99999,AMGUID,AG,,,+26.417,+005.367,+0614.0,20080721,20180313
606560,99999,TINDOUF,AG,,DAOF,+27.700,-8.167,+0442.9,19430319,20181010
606600,99999,ARAK,AG,,,+25.267,+003.733,+0556.0,20080721,20181010
606610,99999,ABDENNIZI,AG,,,+25.217,+005.117,+0800.0,19500201,20180315
606620,99999,FADNOUNE,AG,,,+25.817,+008.183,+1291.0,20120601,20181010
606630,99999,MOULAY LACHEN,AG,,,+24.717,+004.650,+1054.0,20080721,20181010
606650,99999,GHAT SOUTH,LY,,,+24.917,+010.200,+0710.0,19500201,20140122
606670,99999,TINALKOUM,AG,,,+24.600,+010.217,+0719.0,20120601,20181010
606700,99999,TISKA,AG,,DAAJ,+24.293,+009.452,+0968.0,19490214,20181010
606720,99999,MERTOUEK,AG,,,+24.217,+005.533,+1343.0,20080721,20180119
606750,99999,OUALLEN,AG,,,+23.400,+001.000,+0358.0,19490130,20140720
606760,99999,IN-EZZANE,AG,,,+23.483,+011.233,+0912.0,20080721,20180206
606770,99999,AFARA,AG,,,+25.333,+007.800,+1240.0,20090201,20181010
606780,99999,IN AMGUEL,AG,,,+23.817,+005.150,+1006.0,19641001,19670223
606790,99999,ASSEKREM,AG,,,+23.267,+005.633,+2710.0,20080721,20181010
606800,99999,TAMANRASSET,AG,,,+22.800,+005.433,+1364.0,19490214,20081231
606805,99999,TAMANRASSET,AG,,,+22.800,+005.450,+1412.0,19801107,20181010
606810,99999,OUED TAHAGGARET,AG,,,+21.683,+007.133,+0573.0,20120101,20140327
606820,99999,TINTARABINE,AG,,,+23.183,+006.767,+1105.0,20120218,20170328
606850,99999,BIDON 5,AG,,,+22.317,+001.117,+0392.0,20120101,20140211
606860,99999,BORDJ-BADJ-MOKHTAR,AG,,,+21.333,+000.950,+0399.0,19951102,20081231
606890,99999,TIMIAOUINE,AG,,,+20.417,+001.800,+0608.7,20120101,20140211
606900,99999,IN-GUEZZAM,AG,,,+19.567,+005.767,+0400.0,19880326,20151028
606910,99999,ANESBARAKA,AG,,,+19.433,+004.650,+0477.0,20120601,20181010
606920,99999,IN GUEZZAM,AG,,DATG,+19.570,+005.750,+0400.0,20090101,20181010
606930,99999,IN ATEI,AG,,,+20.567,+006.117,+0471.0,20120101,20140205
606940,99999,IN AZAOUA,AG,,,+20.967,+007.450,+0517.0,20120101,20140206
606950,99999,TIN ZAOUATENE,AG,,,+19.967,+002.983,+0734.9,20120101,20140211
607050,99999,BIZERTE,TS,,,+37.233,+009.817,+0006.1,19490108,19521231
607100,99999,TABARKA 7 NOVEMBRE,TS,,DTKA,+36.980,+008.877,+0070.1,19741001,20181010
607140,99999,SIDI AHMED AIR BASE,TS,,DTTB,+37.245,+009.791,+0006.1,19430805,20181010
607150,99999,CARTHAGE,TS,,DTTA,+36.851,+010.227,+0006.7,19430608,20181010
607200,99999,KELIBIA,TS,,DTTL,+36.850,+011.083,+0030.0,19430524,20181010
607230,99999,BEJA,TS,,,+36.733,+009.183,+0159.0,19880503,20181010
607250,99999,JENDOUBA,TS,,DTTN,+36.483,+008.800,+0144.0,19430630,20181010
607280,99999,NABEUL,TS,,,+36.467,+010.700,+0078.0,19820901,20181010
607290,99999,ZAGHONAN MAGRANE,TS,,,+36.433,+010.083,+0156.0,20010917,20181010
607310,99999,ENFIDHA,TS,,DTNH,+36.083,+010.433,+0006.0,20091201,20181010
607320,99999,LE KEF,TS,,,+36.133,+008.700,+0518.0,19891001,20181010
607340,99999,SILIANA,TS,,,+36.067,+009.367,+0445.0,19801201,20181010
607350,99999,KAIROUAN,TS,,DTTK,+35.667,+010.100,+0068.0,19490108,20181010
607380,99999,THALA,TS,,,+35.550,+008.683,+1092.0,19770102,20181010
607390,99999,KASSERINE,TS,,,+35.167,+008.833,+0707.0,20010917,20181010
607400,99999,MONASTIR-SKANES,TS,,DTTM,+35.667,+010.750,+0002.0,19430602,20181010
607401,99999,HABIB BOURGUIBA,TS,,,+35.767,+010.750,+0002.0,19851215,19890820
607403,99999,HABIB BOURGUIBA INTL,TS,,DTMB,+35.758,+010.755,+0002.7,19890908,20181010
607420,99999,MAHDIA,TS,,,+35.500,+011.067,+0012.0,20030330,20181010
607450,99999,GAFSA,TS,,DTTF,+34.422,+008.823,+0323.1,19490107,20181010
607470,99999,KASSERINE NORTH,TS,,,+35.183,+008.800,+0689.0,19490108,19520529
607480,99999,SIDI BOUZID,TS,,,+35.000,+009.483,+0355.0,19770830,20181010
607500,99999,THYNA,TS,,DTTX,+34.718,+010.691,+0025.9,19490108,20181010
607560,99999,BOGUS TUNISIAN,TS,,,,,,19860604,20030728
607600,99999,NEFTA,TS,,DTTZ,+33.940,+008.111,+0087.5,19730101,20181010
607640,99999,KEBILI,TS,,,+33.700,+008.967,+0046.0,19880401,20181010
607650,99999,GABES,TS,,DTTG,+33.877,+010.103,+0007.9,19490101,20181010
607670,99999,GABES,TS,,,+33.733,+009.917,+0112.2,20120101,20181010
607690,99999,ZARZIS,TS,,DTTJ,+33.875,+010.775,+0005.8,19660722,20181010
607700,99999,MEDENINE,TS,,,+33.350,+010.483,+0117.0,19770305,20181010
607720,99999,TATAOUINE,TS,,,+32.917,+010.450,+0215.0,19890701,20181010
607750,99999,REMADA,TS,,DTTD,+32.306,+010.382,+0306.0,19490108,20181010
607800,99999,EL BORMA,TS,,DTTR,+31.704,+009.255,+0252.1,19490209,20181010
607850,99999,SABHAM,LY,,,+27.017,+014.433,+0444.1,19490108,19521230
607880,99999,BIRAK,LY,,,+27.500,+014.250,+0265.0,19500210,19521022
607930,99999,UBARI,LY,,,+26.583,+012.767,+0425.0,19500210,19521217
607950,99999,MARZUQ,LY,,,+25.900,+013.850,+0139.0,19500201,19521217
607980,99999,AL QATRUN,LY,,,+24.900,+014.667,+0484.0,19500210,19521217
610170,99999,BILMA,NG,,DRRI,+18.683,+012.917,+0357.0,19490401,20181010
610240,99999,AGADEZ,NG,,DRZA,+16.967,+007.967,+0505.1,19490401,20181010
610330,99999,TESKER,NG,,,+15.133,+010.717,-999.9,20170417,20170417
610360,99999,TILLABERY,NG,,DRRL,+14.200,+001.450,+0210.0,19490401,20181010
610400,99999,,,,,,,,20020402,20040110
610430,99999,TAHOUA,NG,,DRRT,+14.876,+005.265,+0385.9,19490402,20181010
610450,99999,GOURE,NG,,DRZG,+13.983,+010.300,+0460.0,19830502,20181010
610490,99999,N'GUIGMI,NG,,,+14.250,+013.117,+0286.0,19500204,20181010
610520,99999,DIORI HAMANI,NG,,DRRN,+13.482,+002.184,+0223.1,19490401,20181010
610530,99999,DOSSO,NG,,DRRD,+13.033,+003.300,+0225.0,20100113,20181010
610750,99999,BIRNI-N'KONNI,NG,,DRRB,+13.800,+005.250,+0273.0,19490403,20181010
610800,99999,MARADI,NG,,DRRM,+13.503,+007.127,+0378.0,19490401,20181010
610850,99999,DIFFA,NG,,DRZF,+13.373,+012.627,+0303.0,19850401,20181010
610900,99999,ZINDER,NG,,DRZR,+13.779,+008.984,+0462.1,19490401,20181010
610910,99999,MAGARIA,NG,,,+12.983,+008.933,+0403.0,19801001,20181010
610960,99999,MAINE-SOROA,NG,,DRZM,+13.233,+011.983,+0338.0,19490401,20181010
610990,99999,GAYA,NG,,DRRG,+11.883,+003.450,+0202.0,19730101,20181010
611090,99999,BOGUS NIGER,NG,,,,,,19861127,19861127
612020,99999,TESSALIT,ML,,GATS,+20.243,+000.977,+0494.1,19500608,20170321
612030,99999,YELIMANE,ML,,GAYE,+15.130,-10.57,+0325.0,20040803,20161124
612140,99999,KIDAL,ML,,GAKL,+18.433,+001.350,+0459.0,19570305,20180925
612190,99999,NEMA,MT,,,+16.600,-6.733,+0271.9,19500111,19621231
612230,99999,TOMBOUCTOU,ML,,GATB,+16.730,-3.008,+0263.0,19490411,20180925
612260,99999,GAO,ML,,GAGO,+16.248,-0.005,+0265.2,19490401,20180925
612300,99999,NIORO DU SAHEL,ML,,GANR,+15.233,-9.35,+0237.0,19490406,20181010
612330,99999,NARA/KEIBANE,ML,,GANK,+15.167,-7.283,+0265.0,19780201,20181010
612350,99999,YELIMANE,ML,,,+15.117,-10.567,+0100.0,19901001,20181010
612400,99999,HOMBORI,ML,,GAHB,+15.333,-1.683,+0288.0,19490403,20120218
612500,99999,MENAKA,ML,,GAMK,+15.867,+002.217,+0278.0,19490403,20170210
612570,99999,KAYES/DAG-DAG,ML,,GAKD,+14.482,-11.44,+0051.5,19490403,20181010
612650,99999,AMBODEDJO,ML,,GAMB,+14.513,-4.08,+0276.1,19490403,20181010
612690,99999,TOUKOTO,ML,,,+13.467,-9.883,+0177.0,19490403,19521231
612700,99999,KITA,ML,,GAKT,+13.067,-9.467,+0334.0,19570105,20181010
612720,99999,SEGOU,ML,,GASG,+13.400,-6.15,+0289.0,19490406,20181010
612770,99999,SAN,ML,,GASN,+13.333,-4.833,+0284.0,19500103,20181010
612850,99999,KENIEBA,ML,,GAKA,+12.850,-11.233,+0132.0,19490416,20181010
612880,99999,DIOILA,ML,,,+12.483,-6.8,+0331.0,20050803,20050803
612900,99999,BAMAKO,MT,,,+12.633,-7.967,+0331.9,19490401,19750109
612910,99999,SENOU,ML,,GABS,+12.534,-7.95,+0380.1,19750101,20181010
612930,99999,KOUTIALA,ML,,GAKO,+12.383,-5.467,+0367.0,19500403,20181010
612960,99999,BOUGOUNI,ML,,GABG,+11.417,-7.5,+0351.0,19490511,20181010
612970,99999,SIKASSO,ML,,GASK,+11.350,-5.683,+0375.0,19490403,20181010
614010,99999,BIR MOGHREIN,MR,,GQPT,+25.237,-11.589,+0363.9,19570114,20170918
614020,99999,AIN BEN TILI,MR,,,+26.000,-9.533,+0406.0,20010809,20040808
614030,99999,F DERIK,MR,,,+22.683,-12.7,+0298.0,19490508,20070430
614040,99999,ZOUERATE,MR,,,+22.750,-12.483,+0343.0,19830701,20181010
614150,99999,NOUADHIBOU,MR,,GQPP,+20.933,-17.03,+0004.9,19490401,20181010
614210,99999,ATAR,MR,,GQPA,+20.507,-13.043,+0231.0,19430401,20181010
614370,99999,AKJOUJT,MR,,GQNJ,+19.750,-14.367,+0120.0,19490502,20180103
614420,99999,NOUAKCHOTT,MR,,GQNN,+18.098,-15.948,+0002.1,19490406,20180104
614500,99999,TIDJIKJA,MR,,GQND,+18.570,-11.424,+0401.1,19490607,20171217
614610,99999,BOUTILIMIT,MR,,GQNB,+17.533,-14.683,+0075.0,19490406,20180104
614890,99999,ROSSO,MR,,GQNR,+16.500,-15.817,+0006.0,19570102,20180103
614920,99999,KAEDI,MR,,GQNK,+16.160,-13.508,+0022.9,19820101,20180101
614970,99999,NEMA,MR,,GQNI,+16.622,-7.317,+0231.0,19650307,20180817
614980,99999,KIFFA,MR,,GQNF,+16.590,-11.406,+0128.9,19570108,20180104
614990,99999,AIOUN EL ATROUSS,MR,,GQNA,+16.711,-9.638,+0289.9,19570112,20180104
615100,99999,SELIBABY,MR,,,+15.233,-12.167,+0060.0,20041119,20150804
615200,99999,BASSIKOUNOU,MR,,,+15.867,-5.933,+0261.0,20021102,20050311
615680,99999,,,,,,,,19870519,19870519
616000,99999,SAINT LOUIS,SG,,GOSS,+16.051,-16.463,+0002.7,19490401,20181010
616120,99999,PODOR,SG,,GOSP,+16.650,-14.967,+0007.0,19730101,20181010
616160,99999,,,,,,,,20011001,20040807
616270,99999,LINGUERE,SG,,GOOG,+15.383,-15.117,+0021.0,19500304,20181010
616300,99999,MATAM/OURO SOGUI,SG,,GOSM,+15.650,-13.25,+0017.0,19490423,20181010
616410,99999,LEOPOLD SEDAR SENGHOR INTL,SG,,GOOY,+14.740,-17.49,+0025.9,19430401,20181010
616540,99999,THIES,SG,,,+14.800,-16.95,+0076.0,19500205,19521231
616660,99999,DIOURBEL,SG,,GOOD,+14.650,-16.233,+0009.0,19500206,20181010
616790,99999,KAOLACK,SG,,GOOK,+14.147,-16.051,+0007.9,19500205,20181010
616870,99999,TAMBACOUNDA,SG,,GOTT,+13.737,-13.653,+0049.1,19490501,20181010
616890,99999,SIMENTI,SG,,,+13.050,-13.3,+0052.0,19771102,20051021
616950,99999,ZIGUINCHOR,SG,,GOGG,+12.556,-16.282,+0022.9,19490402,20181010
616970,99999,CAP SKIRING,SG,,GOGS,+12.410,-16.746,+0015.8,19771101,20181010
616980,99999,KOLDA,SG,,GOGK,+12.883,-14.967,+0010.0,19730101,20181010
616990,99999,KEDOUGOU,SG,,GOTK,+12.572,-12.22,+0178.0,19730102,20181010
617010,99999,BANJUL INTL,GA,,GBYD,+13.338,-16.652,+0029.0,19490113,20181010
617050,99999,SIBANOR,GA,,,+13.217,-16.2,+0021.0,19950702,20180626
617070,99999,JENOI,GA,,,+13.483,-15.567,+0011.0,19880807,20180625
617110,99999,BANJUL/HALF-DIE,GA,,,+13.450,-16.45,+0002.0,19490113,20180625
617120,99999,KEREWAN,GA,,,+13.483,-16.183,+0015.0,19810506,20180613
617170,99999,KAUR,GA,,,+13.717,-15.25,+0006.0,19860525,20180625
617200,99999,KUNTAUR,GA,,,+13.667,-14.883,-999.9,19950504,20111104
617210,99999,GEORGETOWN,GA,,,+13.533,-14.767,+0001.0,19490327,20180626
